machine_id,current_A,vibration_ms2,state
3,0.122,4.794,MACHINE ON + WORKING
1,0.088,0.481,MACHINE ON (Idle)
1,0.022,0.01,MACHINE OFF
2,0.101,1.021,MACHINE ON (Idle)
4,0.105,0.536,MACHINE ON (Idle)
3,0.04,0.303,MACHINE OFF
5,0.129,0.01,MACHINE ON + WORKING
3,0.108,0.982,MACHINE ON (Idle)
5,0.081,0.613,MACHINE ON (Idle)
2,0.129,3.864,MACHINE ON + WORKING
2,0.116,0.629,MACHINE ON (Idle)
4,0.11,0.763,MACHINE ON (Idle)
1,0.084,0.876,MACHINE ON (Idle)
5,0.112,1.09,MACHINE ON (Idle)
5,0.151,4.793,MACHINE ON + WORKING
4,0.129,2.901,MACHINE ON + WORKING
1,0.1,5.452,MACHINE ON + WORKING
3,0.092,0.571,MACHINE ON (Idle)
4,0.115,3.631,MACHINE ON + WORKING
3,0.045,1.252,MACHINE ON (Idle)
1,0.142,5.588,MACHINE ON + WORKING
2,0.128,1.148,MACHINE ON + WORKING
3,0.041,0.3,MACHINE OFF
3,0.151,0.01,MACHINE ON + WORKING
3,0.132,0.967,MACHINE ON (Idle)
2,0.115,4.094,MACHINE ON + WORKING
5,0.051,0.417,MACHINE OFF
4,0.047,0.121,MACHINE OFF
2,0.041,0.272,MACHINE OFF
5,0.048,0.545,MACHINE OFF
4,0.112,0.869,MACHINE ON (Idle)
5,0.102,1.095,MACHINE ON (Idle)
5,0.089,1.138,MACHINE ON (Idle)
2,0.038,0.187,MACHINE OFF
1,0.078,3.627,MACHINE ON + WORKING
4,0.051,0.07,MACHINE OFF
1,0.087,1.675,MACHINE ON + WORKING
4,0.046,0.01,MACHINE OFF
3,0.158,3.012,MACHINE ON + WORKING
1,0.022,0.107,MACHINE OFF
1,0.096,0.881,MACHINE ON (Idle)
5,0.086,1.244,MACHINE ON (Idle)
1,0.044,3.568,MACHINE ON + WORKING
3,0.08,1.062,MACHINE ON (Idle)
4,0.116,0.556,MACHINE ON (Idle)
4,0.147,5.889,MACHINE ON + WORKING
4,0.108,0.826,MACHINE ON (Idle)
5,0.089,1.337,MACHINE ON (Idle)
1,0.027,0.232,MACHINE OFF
5,0.037,0.472,MACHINE OFF
1,0.031,0.136,MACHINE OFF
4,0.114,5.401,MACHINE ON + WORKING
5,0.031,0.388,MACHINE OFF
4,0.171,1.823,MACHINE ON + WORKING
1,0.161,1.128,MACHINE ON + WORKING
5,0.041,0.463,MACHINE OFF
1,0.135,1.032,MACHINE ON (Idle)
5,0.049,1.346,MACHINE OFF
1,0.172,6.271,MACHINE ON + WORKING
4,0.041,0.132,MACHINE OFF
1,0.044,0.161,MACHINE OFF
2,0.096,0.582,MACHINE ON (Idle)
3,0.015,0.18,MACHINE OFF
3,0.021,0.275,MACHINE OFF
5,0.187,2.757,MACHINE ON + WORKING
1,0.105,1.049,MACHINE ON (Idle)
2,0.036,0.297,MACHINE OFF
4,0.052,0.751,MACHINE OFF
4,0.032,0.01,MACHINE OFF
4,0.189,3.535,MACHINE ON + WORKING
2,0.036,0.146,MACHINE OFF
2,0.036,0.026,MACHINE OFF
4,0.144,2.693,MACHINE ON + WORKING
4,0.08,0.941,MACHINE ON (Idle)
2,0.05,0.896,MACHINE ON (Idle)
1,0.127,7.236,MACHINE ON + WORKING
1,0.036,0.192,MACHINE OFF
1,0.109,0.768,MACHINE ON (Idle)
5,0.044,0.889,MACHINE OFF
5,0.134,1.206,MACHINE ON (Idle)
4,0.142,4.49,MACHINE ON + WORKING
3,0.107,0.558,MACHINE ON (Idle)
2,0.03,0.19,MACHINE OFF
4,0.091,1.76,MACHINE ON + WORKING
2,0.137,3.322,MACHINE ON + WORKING
3,0.14,2.989,MACHINE ON + WORKING
5,0.037,0.432,MACHINE OFF
3,0.087,1.107,MACHINE ON (Idle)
1,0.045,0.17,MACHINE OFF
3,0.116,0.763,MACHINE ON (Idle)
4,0.046,0.529,MACHINE OFF
2,0.152,1.16,MACHINE ON + WORKING
5,0.033,0.454,MACHINE OFF
2,0.09,3.649,MACHINE ON + WORKING
5,0.092,1.219,MACHINE ON (Idle)
3,0.031,0.457,MACHINE OFF
4,0.089,0.752,MACHINE ON (Idle)
3,0.021,0.293,MACHINE OFF
4,0.043,0.107,MACHINE OFF
1,0.021,0.166,MACHINE OFF
1,0.081,0.855,MACHINE ON (Idle)
1,0.104,0.824,MACHINE ON (Idle)
2,0.135,0.938,MACHINE ON + WORKING
2,0.115,0.69,MACHINE ON (Idle)
5,0.112,1.169,MACHINE ON (Idle)
4,0.068,0.01,MACHINE OFF
5,0.161,5.896,MACHINE ON + WORKING
5,0.044,0.68,MACHINE OFF
3,0.03,0.996,MACHINE OFF
4,0.093,0.462,MACHINE ON + WORKING
1,0.087,0.01,MACHINE ON + WORKING
2,0.168,4.093,MACHINE ON + WORKING
3,0.061,0.754,MACHINE ON (Idle)
3,0.038,0.167,MACHINE OFF
2,0.037,0.159,MACHINE OFF
1,0.156,0.12,MACHINE ON + WORKING
1,0.135,1.346,MACHINE ON (Idle)
5,0.105,1.128,MACHINE ON (Idle)
2,0.166,0.436,MACHINE ON + WORKING
3,0.022,0.356,MACHINE OFF
1,0.031,0.164,MACHINE OFF
2,0.016,0.22,MACHINE OFF
5,0.129,9.5,MACHINE ON + WORKING
1,0.106,4.045,MACHINE ON + WORKING
5,0.09,7.465,MACHINE ON + WORKING
3,0.035,0.471,MACHINE OFF
2,0.084,0.908,MACHINE ON (Idle)
4,0.118,1.104,MACHINE ON + WORKING
5,0.047,0.355,MACHINE OFF
4,0.132,5.417,MACHINE ON + WORKING
4,0.049,0.01,MACHINE OFF
1,0.121,0.929,MACHINE ON + WORKING
1,0.117,1.398,MACHINE ON + WORKING
1,0.042,0.3,MACHINE OFF
5,0.045,0.512,MACHINE OFF
1,0.177,0.023,MACHINE ON + WORKING
4,0.164,2.382,MACHINE ON + WORKING
4,0.105,0.262,MACHINE ON (Idle)
4,0.145,1.178,MACHINE ON + WORKING
2,0.162,3.132,MACHINE ON + WORKING
2,0.111,0.993,MACHINE ON (Idle)
2,0.033,0.254,MACHINE OFF
1,0.038,0.198,MACHINE OFF
4,0.159,3.326,MACHINE ON + WORKING
2,0.076,1.111,MACHINE ON (Idle)
5,0.134,3.407,MACHINE ON + WORKING
1,0.133,1.205,MACHINE ON + WORKING
5,0.113,4.551,MACHINE ON + WORKING
4,0.039,0.97,MACHINE OFF
1,0.034,0.144,MACHINE OFF
2,0.126,0.795,MACHINE ON (Idle)
4,0.032,0.108,MACHINE OFF
3,0.157,8.482,MACHINE ON + WORKING
4,0.099,2.411,MACHINE ON + WORKING
1,0.098,0.599,MACHINE ON (Idle)
4,0.078,0.435,MACHINE ON (Idle)
1,0.168,5.371,MACHINE ON + WORKING
4,0.054,0.01,MACHINE OFF
3,0.031,0.265,MACHINE OFF
5,0.185,1.163,MACHINE ON + WORKING
2,0.108,0.809,MACHINE ON (Idle)
4,0.041,0.019,MACHINE OFF
4,0.09,3.216,MACHINE ON + WORKING
3,0.026,0.471,MACHINE OFF
4,0.122,0.01,MACHINE ON + WORKING
2,0.079,0.718,MACHINE ON (Idle)
5,0.09,1.231,MACHINE ON (Idle)
2,0.108,1.837,MACHINE ON + WORKING
1,0.035,0.112,MACHINE OFF
4,0.04,0.237,MACHINE OFF
3,0.12,1.282,MACHINE ON (Idle)
4,0.12,0.333,MACHINE ON (Idle)
5,0.115,4.653,MACHINE ON + WORKING
5,0.045,0.636,MACHINE OFF
4,0.114,0.72,MACHINE ON (Idle)
3,0.092,0.948,MACHINE ON (Idle)
5,0.094,5.799,MACHINE ON + WORKING
2,0.034,0.114,MACHINE OFF
5,0.139,1.565,MACHINE ON + WORKING
4,0.052,0.021,MACHINE OFF
4,0.053,0.208,MACHINE OFF
2,0.114,0.686,MACHINE ON (Idle)
5,0.044,0.447,MACHINE OFF
3,0.112,1.659,MACHINE ON + WORKING
5,0.041,0.398,MACHINE OFF
1,0.183,5.194,MACHINE ON + WORKING
1,0.038,0.167,MACHINE OFF
2,0.096,3.694,MACHINE ON + WORKING
2,0.115,1.095,MACHINE ON (Idle)
1,0.091,0.684,MACHINE ON (Idle)
3,0.165,5.779,MACHINE ON + WORKING
1,0.067,1.027,MACHINE ON (Idle)
1,0.046,0.059,MACHINE OFF
2,0.132,1.018,MACHINE ON (Idle)
3,0.033,0.265,MACHINE OFF
2,0.115,0.748,MACHINE ON (Idle)
2,0.098,0.792,MACHINE ON (Idle)
1,0.124,0.666,MACHINE ON (Idle)
4,0.035,0.149,MACHINE OFF
2,0.148,1.891,MACHINE ON + WORKING
1,0.037,0.011,MACHINE OFF
5,0.086,0.698,MACHINE ON (Idle)
4,0.111,1.053,MACHINE ON (Idle)
4,0.156,2.899,MACHINE ON + WORKING
5,0.11,1.326,MACHINE ON (Idle)
1,0.135,2.74,MACHINE ON + WORKING
5,0.086,0.862,MACHINE ON (Idle)
3,0.133,5.244,MACHINE ON + WORKING
2,0.152,2.501,MACHINE ON + WORKING
1,0.127,0.924,MACHINE ON (Idle)
5,0.035,0.366,MACHINE OFF
5,0.048,0.568,MACHINE OFF
5,0.121,1.108,MACHINE ON (Idle)
2,0.106,0.852,MACHINE ON (Idle)
2,0.092,0.588,MACHINE ON (Idle)
5,0.047,0.332,MACHINE OFF
1,0.029,0.131,MACHINE OFF
4,0.109,0.421,MACHINE ON (Idle)
4,0.062,1.009,MACHINE ON (Idle)
4,0.047,0.01,MACHINE OFF
1,0.135,4.298,MACHINE ON + WORKING
1,0.052,0.027,MACHINE OFF
2,0.039,0.243,MACHINE OFF
4,0.033,0.156,MACHINE OFF
1,0.032,0.01,MACHINE OFF
3,0.034,0.582,MACHINE OFF
4,0.078,0.529,MACHINE ON (Idle)
1,0.041,0.148,MACHINE OFF
2,0.191,4.003,MACHINE ON + WORKING
4,0.107,1.011,MACHINE ON (Idle)
1,0.082,0.893,MACHINE ON (Idle)
2,0.129,1.68,MACHINE ON + WORKING
3,0.092,0.959,MACHINE ON (Idle)
4,0.119,0.637,MACHINE ON (Idle)
2,0.102,0.835,MACHINE ON (Idle)
5,0.183,0.01,MACHINE ON + WORKING
5,0.047,0.345,MACHINE OFF
3,0.02,0.26,MACHINE OFF
5,0.077,6.129,MACHINE ON + WORKING
1,0.042,0.185,MACHINE OFF
4,0.077,0.829,MACHINE ON (Idle)
2,0.049,0.246,MACHINE OFF
2,0.182,4.782,MACHINE ON + WORKING
4,0.112,0.86,MACHINE ON (Idle)
3,0.076,0.861,MACHINE ON (Idle)
1,0.038,0.15,MACHINE OFF
1,0.149,4.283,MACHINE ON + WORKING
3,0.122,1.062,MACHINE ON (Idle)
5,0.122,1.429,MACHINE ON (Idle)
1,0.024,0.057,MACHINE OFF
3,0.024,0.283,MACHINE OFF
4,0.098,0.405,MACHINE ON + WORKING
2,0.037,0.109,MACHINE OFF
3,0.179,5.617,MACHINE ON + WORKING
5,0.047,0.361,MACHINE OFF
1,0.162,1.271,MACHINE ON + WORKING
4,0.044,0.306,MACHINE OFF
2,0.115,0.407,MACHINE ON (Idle)
4,0.119,4.314,MACHINE ON + WORKING
2,0.029,0.343,MACHINE OFF
3,0.1,0.785,MACHINE ON (Idle)
1,0.109,0.754,MACHINE ON (Idle)
2,0.158,1.036,MACHINE ON + WORKING
2,0.111,1.066,MACHINE ON (Idle)
1,0.153,0.949,MACHINE ON + WORKING
2,0.037,0.187,MACHINE OFF
4,0.086,0.76,MACHINE ON + WORKING
1,0.04,0.182,MACHINE OFF
2,0.178,5.423,MACHINE ON + WORKING
1,0.135,0.875,MACHINE ON (Idle)
3,0.114,1.409,MACHINE ON (Idle)
4,0.09,0.88,MACHINE ON (Idle)
2,0.096,2.867,MACHINE ON + WORKING
1,0.106,0.769,MACHINE ON (Idle)
2,0.044,0.395,MACHINE OFF
2,0.088,1.023,MACHINE ON (Idle)
4,0.038,0.266,MACHINE OFF
1,0.095,0.67,MACHINE ON (Idle)
4,0.117,0.505,MACHINE ON (Idle)
2,0.149,7.254,MACHINE ON + WORKING
2,0.122,4.326,MACHINE ON + WORKING
5,0.13,1.261,MACHINE ON (Idle)
1,0.149,1.239,MACHINE ON + WORKING
3,0.154,1.073,MACHINE ON (Idle)
2,0.028,0.215,MACHINE OFF
1,0.11,0.718,MACHINE ON (Idle)
2,0.036,0.119,MACHINE OFF
4,0.097,0.292,MACHINE ON (Idle)
1,0.154,4.459,MACHINE ON + WORKING
2,0.031,0.229,MACHINE OFF
4,0.101,0.656,MACHINE ON (Idle)
4,0.134,3.836,MACHINE ON + WORKING
1,0.144,5.001,MACHINE ON + WORKING
2,0.031,0.543,MACHINE OFF
4,0.027,0.044,MACHINE OFF
5,0.136,0.146,MACHINE ON + WORKING
4,0.126,0.792,MACHINE ON + WORKING
5,0.039,0.412,MACHINE OFF
1,0.086,0.86,MACHINE ON (Idle)
2,0.034,0.233,MACHINE OFF
1,0.034,0.035,MACHINE OFF
2,0.048,0.228,MACHINE OFF
4,0.04,0.339,MACHINE OFF
1,0.023,0.198,MACHINE OFF
2,0.096,0.893,MACHINE ON (Idle)
1,0.131,1.398,MACHINE ON + WORKING
5,0.097,1.418,MACHINE ON (Idle)
3,0.153,0.864,MACHINE ON + WORKING
3,0.097,2.401,MACHINE ON + WORKING
1,0.094,1.195,MACHINE ON (Idle)
5,0.095,1.713,MACHINE ON (Idle)
5,0.092,0.738,MACHINE ON (Idle)
5,0.136,2.95,MACHINE ON + WORKING
5,0.151,1.33,MACHINE ON + WORKING
1,0.149,0.885,MACHINE ON (Idle)
1,0.065,0.624,MACHINE ON (Idle)
1,0.103,0.558,MACHINE ON (Idle)
1,0.027,0.065,MACHINE OFF
2,0.163,1.219,MACHINE ON + WORKING
1,0.044,0.069,MACHINE OFF
4,0.102,0.584,MACHINE ON (Idle)
3,0.117,4.368,MACHINE ON + WORKING
3,0.079,1.19,MACHINE ON (Idle)
1,0.036,0.158,MACHINE OFF
1,0.082,0.752,MACHINE ON (Idle)
4,0.099,0.57,MACHINE ON (Idle)
3,0.113,1.934,MACHINE ON + WORKING
1,0.068,0.01,MACHINE ON + WORKING
3,0.132,0.972,MACHINE ON + WORKING
3,0.082,1.325,MACHINE ON (Idle)
2,0.12,1.06,MACHINE ON + WORKING
2,0.113,0.947,MACHINE ON (Idle)
1,0.082,0.82,MACHINE ON (Idle)
1,0.044,0.292,MACHINE OFF
4,0.039,0.028,MACHINE OFF
1,0.036,0.031,MACHINE OFF
4,0.036,0.01,MACHINE OFF
2,0.181,2.05,MACHINE ON + WORKING
2,0.031,0.276,MACHINE OFF
3,0.108,1.045,MACHINE ON (Idle)
5,0.105,1.749,MACHINE ON (Idle)
4,0.037,0.064,MACHINE OFF
4,0.155,3.542,MACHINE ON + WORKING
3,0.045,0.419,MACHINE OFF
4,0.042,0.123,MACHINE OFF
3,0.039,0.467,MACHINE OFF
2,0.105,1.108,MACHINE ON + WORKING
1,0.028,0.22,MACHINE OFF
4,0.126,2.213,MACHINE ON + WORKING
3,0.098,4.048,MACHINE ON + WORKING
3,0.023,0.314,MACHINE OFF
1,0.105,0.779,MACHINE ON (Idle)
5,0.07,1.596,MACHINE ON (Idle)
3,0.157,1.39,MACHINE ON + WORKING
3,0.024,0.495,MACHINE OFF
3,0.088,1.151,MACHINE ON (Idle)
1,0.079,0.686,MACHINE ON (Idle)
5,0.035,0.282,MACHINE OFF
4,0.151,0.636,MACHINE ON + WORKING
1,0.1,1.2,MACHINE ON (Idle)
2,0.024,0.212,MACHINE OFF
3,0.103,5.927,MACHINE ON + WORKING
1,0.078,1.24,MACHINE ON (Idle)
1,0.159,2.89,MACHINE ON + WORKING
4,0.136,3.337,MACHINE ON + WORKING
3,0.072,1.344,MACHINE ON (Idle)
1,0.035,0.052,MACHINE OFF
4,0.142,2.726,MACHINE ON + WORKING
4,0.065,0.898,MACHINE ON (Idle)
2,0.081,1.559,MACHINE ON + WORKING
2,0.038,0.645,MACHINE OFF
2,0.026,0.265,MACHINE OFF
5,0.125,1.066,MACHINE ON (Idle)
4,0.075,1.231,MACHINE ON + WORKING
5,0.038,0.318,MACHINE OFF
5,0.058,2.439,MACHINE ON + WORKING
3,0.094,2.577,MACHINE ON + WORKING
3,0.116,1.11,MACHINE ON (Idle)
4,0.058,0.089,MACHINE OFF
5,0.046,0.221,MACHINE OFF
3,0.027,0.336,MACHINE OFF
5,0.104,1.095,MACHINE ON (Idle)
2,0.101,0.959,MACHINE ON (Idle)
2,0.111,2.107,MACHINE ON + WORKING
1,0.099,0.339,MACHINE ON (Idle)
5,0.177,4.401,MACHINE ON + WORKING
3,0.117,0.918,MACHINE ON (Idle)
2,0.092,1.282,MACHINE ON (Idle)
3,0.076,0.856,MACHINE ON (Idle)
3,0.027,0.2,MACHINE OFF
5,0.134,0.521,MACHINE ON + WORKING
4,0.106,0.848,MACHINE ON (Idle)
1,0.127,1.189,MACHINE ON + WORKING
2,0.127,1.009,MACHINE ON (Idle)
3,0.126,0.909,MACHINE ON (Idle)
2,0.145,2.783,MACHINE ON + WORKING
3,0.088,1.471,MACHINE ON (Idle)
2,0.158,2.333,MACHINE ON + WORKING
3,0.054,1.052,MACHINE ON (Idle)
4,0.095,0.751,MACHINE ON (Idle)
3,0.031,0.362,MACHINE OFF
4,0.179,0.792,MACHINE ON + WORKING
3,0.129,1.109,MACHINE ON + WORKING
5,0.169,3.697,MACHINE ON + WORKING
5,0.096,1.009,MACHINE ON (Idle)
3,0.144,1.02,MACHINE ON + WORKING
5,0.046,0.283,MACHINE OFF
5,0.096,1.3,MACHINE ON (Idle)
5,0.118,3.101,MACHINE ON + WORKING
4,0.047,0.236,MACHINE OFF
2,0.034,0.149,MACHINE OFF
1,0.131,4.679,MACHINE ON + WORKING
3,0.033,0.268,MACHINE OFF
2,0.099,0.809,MACHINE ON (Idle)
1,0.029,0.22,MACHINE OFF
4,0.025,0.219,MACHINE OFF
4,0.088,3.832,MACHINE ON + WORKING
5,0.157,3.015,MACHINE ON + WORKING
5,0.09,1.185,MACHINE ON (Idle)
2,0.107,1.003,MACHINE ON (Idle)
1,0.039,0.065,MACHINE OFF
1,0.132,1.218,MACHINE ON + WORKING
4,0.036,0.138,MACHINE OFF
1,0.028,0.01,MACHINE OFF
4,0.036,0.137,MACHINE OFF
2,0.018,0.333,MACHINE OFF
1,0.144,1.016,MACHINE ON + WORKING
2,0.028,0.025,MACHINE OFF
5,0.134,0.981,MACHINE ON (Idle)
2,0.026,0.278,MACHINE OFF
5,0.134,4.77,MACHINE ON + WORKING
3,0.02,0.873,MACHINE OFF
5,0.172,4.594,MACHINE ON + WORKING
2,0.108,0.747,MACHINE ON (Idle)
1,0.071,1.017,MACHINE ON (Idle)
4,0.044,0.182,MACHINE OFF
3,0.085,1.394,MACHINE ON (Idle)
2,0.067,0.486,MACHINE ON (Idle)
2,0.046,0.221,MACHINE OFF
4,0.04,0.113,MACHINE OFF
5,0.187,1.533,MACHINE ON + WORKING
1,0.028,0.21,MACHINE OFF
5,0.046,0.56,MACHINE OFF
2,0.132,1.062,MACHINE ON (Idle)
5,0.139,1.372,MACHINE ON (Idle)
4,0.033,0.01,MACHINE OFF
3,0.108,0.957,MACHINE ON (Idle)
1,0.04,0.227,MACHINE OFF
5,0.045,0.385,MACHINE OFF
1,0.12,0.774,MACHINE ON (Idle)
2,0.109,0.664,MACHINE ON (Idle)
2,0.136,0.801,MACHINE ON (Idle)
4,0.032,0.088,MACHINE OFF
2,0.117,0.73,MACHINE ON (Idle)
1,0.034,0.01,MACHINE OFF
5,0.175,1.415,MACHINE ON + WORKING
4,0.132,7.701,MACHINE ON + WORKING
5,0.087,4.827,MACHINE ON + WORKING
1,0.116,0.795,MACHINE ON (Idle)
5,0.044,0.382,MACHINE OFF
1,0.081,1.087,MACHINE ON (Idle)
1,0.048,0.03,MACHINE OFF
3,0.116,0.587,MACHINE ON (Idle)
4,0.045,0.093,MACHINE OFF
2,0.042,0.354,MACHINE OFF
5,0.123,1.717,MACHINE ON + WORKING
4,0.05,0.072,MACHINE OFF
2,0.129,1.241,MACHINE ON + WORKING
3,0.095,0.678,MACHINE ON (Idle)
3,0.065,0.889,MACHINE ON (Idle)
1,0.029,0.091,MACHINE OFF
3,0.032,0.347,MACHINE OFF
3,0.119,1.094,MACHINE ON (Idle)
1,0.027,0.01,MACHINE OFF
4,0.077,1.02,MACHINE ON (Idle)
3,0.025,0.353,MACHINE OFF
2,0.12,1.422,MACHINE ON (Idle)
4,0.193,0.764,MACHINE ON + WORKING
5,0.046,0.994,MACHINE OFF
2,0.086,2.688,MACHINE ON + WORKING
4,0.133,0.804,MACHINE ON + WORKING
2,0.081,0.919,MACHINE ON (Idle)
5,0.044,0.38,MACHINE OFF
1,0.108,0.541,MACHINE ON (Idle)
4,0.14,0.782,MACHINE ON + WORKING
5,0.049,0.554,MACHINE OFF
3,0.14,6.58,MACHINE ON + WORKING
3,0.104,0.848,MACHINE ON (Idle)
5,0.146,1.325,MACHINE ON (Idle)
2,0.035,0.163,MACHINE OFF
3,0.128,1.347,MACHINE ON + WORKING
1,0.12,1.134,MACHINE ON (Idle)
2,0.086,0.912,MACHINE ON (Idle)
3,0.031,0.363,MACHINE OFF
3,0.095,0.98,MACHINE ON (Idle)
3,0.083,1.121,MACHINE ON (Idle)
3,0.104,0.01,MACHINE ON + WORKING
4,0.086,0.176,MACHINE ON (Idle)
3,0.066,0.904,MACHINE ON (Idle)
3,0.138,3.745,MACHINE ON + WORKING
1,0.15,3.045,MACHINE ON + WORKING
3,0.069,0.625,MACHINE ON (Idle)
3,0.044,0.292,MACHINE OFF
2,0.029,0.116,MACHINE OFF
5,0.047,0.687,MACHINE OFF
2,0.174,0.01,MACHINE ON + WORKING
3,0.161,1.768,MACHINE ON + WORKING
4,0.102,0.725,MACHINE ON (Idle)
5,0.048,0.463,MACHINE OFF
2,0.096,0.734,MACHINE ON (Idle)
4,0.145,4.161,MACHINE ON + WORKING
5,0.188,3.458,MACHINE ON + WORKING
5,0.086,1.278,MACHINE ON (Idle)
2,0.042,0.256,MACHINE OFF
5,0.035,0.514,MACHINE OFF
3,0.042,1.061,MACHINE ON (Idle)
2,0.107,0.752,MACHINE ON (Idle)
3,0.085,0.742,MACHINE ON (Idle)
4,0.051,0.154,MACHINE OFF
5,0.107,1.105,MACHINE ON (Idle)
4,0.027,0.113,MACHINE OFF
4,0.108,1.021,MACHINE ON (Idle)
2,0.087,1.294,MACHINE ON (Idle)
4,0.122,0.885,MACHINE ON (Idle)
4,0.098,0.731,MACHINE ON (Idle)
2,0.108,1.208,MACHINE ON (Idle)
2,0.109,0.941,MACHINE ON (Idle)
4,0.077,0.685,MACHINE ON (Idle)
2,0.034,0.146,MACHINE OFF
1,0.092,0.371,MACHINE ON (Idle)
4,0.202,3.188,MACHINE ON + WORKING
4,0.03,0.622,MACHINE OFF
3,0.111,4.494,MACHINE ON + WORKING
5,0.043,0.488,MACHINE OFF
2,0.071,0.793,MACHINE ON (Idle)
3,0.039,0.311,MACHINE OFF
5,0.041,0.306,MACHINE OFF
1,0.097,1.035,MACHINE ON (Idle)
5,0.025,0.359,MACHINE OFF
2,0.133,0.821,MACHINE ON (Idle)
3,0.031,0.331,MACHINE OFF
4,0.155,0.68,MACHINE ON + WORKING
2,0.063,0.304,MACHINE OFF
5,0.085,0.881,MACHINE ON (Idle)
1,0.136,3.302,MACHINE ON + WORKING
5,0.03,0.3,MACHINE OFF
1,0.15,2.133,MACHINE ON + WORKING
1,0.03,0.827,MACHINE OFF
4,0.15,3.714,MACHINE ON + WORKING
4,0.033,0.112,MACHINE OFF
1,0.051,1.063,MACHINE ON (Idle)
5,0.084,1.528,MACHINE ON (Idle)
2,0.048,0.083,MACHINE OFF
5,0.066,0.939,MACHINE ON (Idle)
1,0.071,0.878,MACHINE ON (Idle)
5,0.145,1.521,MACHINE ON (Idle)
5,0.052,0.408,MACHINE OFF
4,0.118,0.348,MACHINE ON (Idle)
4,0.161,6.083,MACHINE ON + WORKING
4,0.092,0.473,MACHINE ON (Idle)
1,0.058,0.846,MACHINE ON (Idle)
4,0.024,0.067,MACHINE OFF
5,0.145,1.222,MACHINE ON + WORKING
3,0.092,0.538,MACHINE ON (Idle)
3,0.117,0.908,MACHINE ON (Idle)
2,0.139,5.152,MACHINE ON + WORKING
3,0.097,0.955,MACHINE ON (Idle)
1,0.174,1.215,MACHINE ON + WORKING
1,0.027,0.404,MACHINE OFF
2,0.054,0.333,MACHINE OFF
5,0.088,1.214,MACHINE ON (Idle)
3,0.033,0.191,MACHINE OFF
4,0.033,0.01,MACHINE OFF
4,0.172,4.358,MACHINE ON + WORKING
4,0.137,5.149,MACHINE ON + WORKING
1,0.12,1.405,MACHINE ON (Idle)
2,0.109,1.197,MACHINE ON + WORKING
4,0.037,0.023,MACHINE OFF
2,0.127,7.38,MACHINE ON + WORKING
5,0.042,0.937,MACHINE OFF
2,0.114,1.023,MACHINE ON (Idle)
4,0.041,0.139,MACHINE OFF
3,0.108,1.132,MACHINE ON (Idle)
5,0.111,1.287,MACHINE ON (Idle)
5,0.055,0.272,MACHINE OFF
3,0.094,1.304,MACHINE ON (Idle)
5,0.048,0.316,MACHINE OFF
2,0.032,0.211,MACHINE OFF
4,0.102,1.174,MACHINE ON (Idle)
5,0.044,0.458,MACHINE OFF
2,0.041,0.198,MACHINE OFF
4,0.033,0.01,MACHINE OFF
4,0.107,2.395,MACHINE ON + WORKING
3,0.155,1.36,MACHINE ON + WORKING
4,0.042,0.084,MACHINE OFF
4,0.1,0.311,MACHINE ON (Idle)
1,0.074,0.826,MACHINE ON (Idle)
1,0.037,0.151,MACHINE OFF
1,0.033,0.154,MACHINE OFF
5,0.118,1.3,MACHINE ON (Idle)
5,0.168,2.697,MACHINE ON + WORKING
5,0.05,0.557,MACHINE OFF
4,0.111,0.689,MACHINE ON (Idle)
1,0.035,0.105,MACHINE OFF
3,0.086,1.251,MACHINE ON (Idle)
4,0.04,0.193,MACHINE OFF
4,0.04,0.251,MACHINE OFF
2,0.124,1.174,MACHINE ON (Idle)
3,0.17,5.515,MACHINE ON + WORKING
1,0.102,1.082,MACHINE ON (Idle)
2,0.099,0.941,MACHINE ON (Idle)
4,0.082,0.921,MACHINE ON (Idle)
2,0.033,0.335,MACHINE OFF
2,0.037,0.174,MACHINE OFF
3,0.09,1.306,MACHINE ON + WORKING
5,0.06,1.4,MACHINE ON (Idle)
4,0.047,0.091,MACHINE OFF
2,0.087,0.322,MACHINE ON (Idle)
1,0.02,0.17,MACHINE OFF
5,0.124,0.806,MACHINE ON (Idle)
2,0.129,0.01,MACHINE ON + WORKING
2,0.101,1.23,MACHINE ON (Idle)
5,0.042,0.329,MACHINE OFF
4,0.036,0.01,MACHINE OFF
2,0.041,0.215,MACHINE OFF
3,0.124,1.41,MACHINE ON + WORKING
4,0.096,0.499,MACHINE ON (Idle)
5,0.073,1.041,MACHINE ON (Idle)
3,0.035,0.309,MACHINE OFF
2,0.124,1.895,MACHINE ON + WORKING
3,0.054,1.27,MACHINE ON (Idle)
2,0.139,3.835,MACHINE ON + WORKING
2,0.098,0.955,MACHINE ON (Idle)
3,0.084,1.449,MACHINE ON + WORKING
5,0.052,0.328,MACHINE OFF
4,0.124,5.154,MACHINE ON + WORKING
5,0.038,0.364,MACHINE OFF
1,0.046,0.01,MACHINE OFF
2,0.107,0.327,MACHINE ON (Idle)
3,0.031,0.214,MACHINE OFF
3,0.024,0.366,MACHINE OFF
1,0.03,0.031,MACHINE OFF
5,0.045,0.735,MACHINE OFF
1,0.174,4.372,MACHINE ON + WORKING
5,0.039,0.627,MACHINE OFF
5,0.145,3.221,MACHINE ON + WORKING
3,0.034,0.235,MACHINE OFF
4,0.071,0.502,MACHINE ON (Idle)
